,id,friends_to_followers_ratio,friends_count,favorites_count,followers_count,is_bot,mentions_per_tweet,urls_per_tweet,hashtags_per_tweet,retweets_per_tweet,favorites_per_tweet,frequ_minutes_tweet
0,3610511,0.4360146252285192,2385,145,5470,0,0.49885508668629375,0.8904154399738305,0.15047432122996401,8.992149165848872,0.021589793915603533,69.61962163339999
1,5656162,0.7529644268774703,381,9,506,0,0.6566496163682864,0.0610613810741688,0.19053708439897699,14.747122762148338,0.04379795396419437,992.6565057544667
2,5682702,0.32954545454545453,87,323,264,0,0.7916402786573781,0.1649778340721976,0.15896136795440152,35.85718809373021,0.12159594680177327,153.34272746463333
3,6067292,0.971875,622,1118,640,0,0.5096836668818593,0.19561007101355712,0.11136216914138154,19.066171723692705,0.08876694641704326,95.91449860123333
4,6015122,1.032258064516129,64,13,62,0,0.3727634194831014,0.26043737574552683,0.11083499005964215,27.97216699801193,0.0019880715705765406,1534.0150182239834
5,6140012,1.2971014492753623,179,53,138,0,0.7761473618482673,0.05432407118326569,0.7399313143927568,9.334998438963472,0.07211988760536997,166.37435737328332
6,6134312,1.3125,168,2,128,0,0.4894336432797971,0.35418427726120033,0.14877430262045646,36.11918850380389,0.013524936601859678,2598.9111298957337
7,6684602,1.6666666666666667,1770,597,1062,0,0.33268858800773693,0.09284332688588008,0.15506125080593167,5.470019342359768,0.8852353320438426,75.21049860305
8,7046912,0.04099623416638137,958,590,23368,0,1.5377449405717958,0.2894314166398972,0.536781239961452,14.017667844522968,0.3610664953421137,144.68752543098333
9,7470952,0.9368421052631579,712,693,760,0,1.0530445699937225,0.17827997489014438,0.4312617702448211,15.014752040175768,0.11016949152542373,128.43447373926668
10,8072492,0.4570230607966457,218,224,477,0,0.285039941902687,0.02287581699346405,0.0570079883805374,4.767247639796659,0.05337690631808279,1075.1616920842332
11,8291932,0.8467625899280575,1177,914,1390,0,0.1746082507195395,0.3105212663895107,0.5065558042852575,3.3082826990725938,0.03421810041573393,91.18428205946665
12,8858022,1.0764331210191083,338,47,314,0,0.7631324524653561,0.7147921366419594,0.235256203673864,279.71930389945214,0.007089912987431518,227.66569986035
13,8927532,2.0927835051546393,203,25,97,0,0.21781489213639527,0.5093945720250522,0.8691718858733473,1.660403618649965,0.0020876826722338203,2013.6525168174335
14,8933252,6.678200692041522,1930,45,289,0,0.9656177156177156,0.043706293706293704,0.5064102564102564,24.57867132867133,0.045454545454545456,1692.7591686091666
15,9351052,0.8387096774193549,78,36,93,0,0.7675,0.3025,0.53,167.56,0.0075,7071.056583333334
16,9564632,0.4094558429973238,918,44,2242,0,1.5874103065883889,0.3176777560339204,0.5316373124592303,4.499673842139596,0.14448793215916503,84.70868123505001
17,9939012,1.2931785195936139,891,199,689,0,0.7549268912905277,0.9367450731087095,0.3645899554990464,15.266369993642721,0.030832803560076286,135.30515999151666
18,9993142,1.1306930693069306,571,100,505,0,1.1250866250866252,0.10533610533610534,0.674982674982675,13.543659043659044,0.07068607068607069,258.81929429428334
19,10492262,2.234567901234568,181,89,81,0,0.8246753246753247,0.08441558441558442,0.7220779220779221,9.472727272727273,0.07922077922077922,3646.9177705627667
20,11176152,2.8984375,371,204,128,0,0.8864902506963789,0.1149025069637883,0.26740947075208915,266.0682451253482,0.009052924791086351,1934.5042130919167
21,13260592,0.339265850945495,305,346,899,0,1.1690095846645367,0.32012779552715653,0.8376996805111822,17.08338658146965,0.05015974440894569,145.97233759318334
22,14057516,2.7706666666666666,1039,1,375,0,0.8241010689990281,0.22189828312277293,0.4965986394557823,31.129899578879172,0.02202785876255264,685.3721898283001
23,14112759,3.1739130434782608,146,22,46,0,0.7579617834394905,0.19745222929936307,1.1464968152866242,43.98726114649681,0.11464968152866242,16805.808811040333
